Lemma,Number of occurrences
815146,3
r555925,22
2007-07-13,22
03:39:24,22
Jul,22
Edwin,24
Tellman,23
815151,0
815145,0
815154,0
r471202,6
06:21:44,6
getCollection,6
covariant,12
decorated,12
r471186,0
05:47:51,0
getSet,0
getSortedSet,0
815103,0
815104,0
815101,0
815106,0
815099,0
815100,0
r814050,3
15:01:25,3
r643606,0
2008-04-01,1
14:52:12,0
PredicateUtils,1
deprecations,1
call-through,0
r643593,0
14:39:01,0
r641231,0
2008-03-26,0
02:58:51,0
COLLECTIONS-290,0
815092,0
815098,0
815066,0
815067,0
815069,0
815059,0
r814063,2
15:25:29,2
r593968,2
13:59:08,2
r562381,2
2007-08-03,2
01:15:35,2
CollectionUtils.CardinalityHelper,2
refactoring/maintenance,2
r561846,2
niallp,2
2007-08-01,2
08:53:19,2
JDK5,2
815042,2
815050,0
815046,0
r471575,1
2006-11-05,1
15:58:08,1
Generify,2
AbstractSerializableCollectionDecorator,1
r471173,0
04:07:39,0
Decorator,0
815035,0
815030,0
815039,0
815034,0
815015,0
815019,0
815020,0
r471201,4
06:17:26,4
getBag,4
815018,0
815014,0
815013,0
815016,0
815012,0
815011,0
putAll,1
_putAll,0
COLLECTIONS-317,0
776542,0
effiency,0
StaticBucketMap.putAll,0
COLLECTIONS-320,0
767768,0
COLLECTIONS-307,1
SetUniqueList.subList,0
redefining,0
sublist,0
731498,0
COLLECTIONS-220,0
AbstractTestObject,0
637495,0
COLLECTIONS-214,0
ExtendedProperties,0
static/instance,0
//svn.apache.org/repos/asf/jakarta/commons/proper/collections/trunk,0
423272,0
3.2.2.,0
//svn.apache.org/repos/asf/commons/proper/collections/branches/COLLECTIONS_3_2_X,0
1713295,0
//svn.apache.org/repos/asf/commons/proper/collections/branches/collections_jdk5_branch,4
813925,0
593964,0
643795,0
593144,0
643782,0
//svn.apache.org/repos/asf/jakarta/commons/proper/collections/branches/collections_jdk5_branch,0
555925,0
BEANUTILS-373,1
WeakFastHashMap,1
Sunde,1
BEANUTILS-318,2
BeanUtils,2
//svn.apache.org/repos/asf/commons/proper/beanutils/trunk,6
926112,1
BEANUTILS-326,0
Iterating,0
key/value,0
BeanUtilsBean.populate,0
Vladimir,0
Orlov,0
687117,0
FastWeakHashMap,0
Sylvain,0
Legault,0
687091,0
BEANUTILS-298,0
MethodUtils.getAccessibleMethod,0
Roman,0
Mukhin,0
644143,0
BEANUTILS-290,0
Bean-Collections,1
sub-project,0
//svn.apache.org/repos/asf/jakarta/commons/proper/beanutils/trunk,3
557796,0
BEANUTILS-289,0
JDBCDynaClass,1
lowerCase,0
DynaProperty,1
Cross,0
RowSetDynaClass,0
ResultSetIterator,0
556221,0
BEANUTILS-207,1
473736,0
PropertyUtilsBean,0
Meade,0
472361,0
BEANUTILS-454,0
BeanUtilsBean.copyProperties,0
ConversionException,1
1546736,0
LazyDynaList,1
BEANUTILS-447,0
generification,1
//svn.apache.org/repos/asf/commons/proper/beanutils/branches/java5,0
1536029,0
BEANUTILS-408,0
MethodUtils.invokeMethod,0
args==null,0
1449465,0
CODEC-118,0
Caverphone,1
2.0.,2
//svn.apache.org/repos/asf/commons/proper/codec/trunk,29
1078646,0
CODEC-110,0
Base64.isArrayByteBase64,0
//issues.apache.org/jira/browse/CODEC-110,0
1063100,0
CODEC-80,0
Base64.encode,0
chunk=true,0
76.,0
797284,0
CODEC-74,0
Hex.encodeHex,0
736102,0
CODEC-77,0
793734,0
CODEC-61,0
Base64.EncodeBase64,0
NegativeArraySizeException,0
618419,0
CODEC-240,0
Percent-Encoding,0
Codec,1
RFC3986,0
RFC7578,0
1814507,0
CODEC-202,0
BaseNCodec.encode,0
Base32,0
1695158,0
CODEC-203,0
decodeHex,0
1701126,0
CODEC-183,0
BaseNCodecOutputStream,0
1640000,0
CODEC-121,2
QuotedPrintableCodec,1
'quoted-printable,1
Wikipedia,1
1637008,0
CODEC-174,7
PhonemeBuilder.apply,1
PhonemeBuilder,0
1542831,0
Clirr,0
Rule.getInstance,1
Rule.getInstanceMap,0
re-introducing,0
getInstanceMap,0
1542823,0
1544659,0
//issues.apache.org/jira/secure/attachment/12612178/CODEC-174-reuse-set-in-PhonemeBuilder.patch,0
Champagne,1
1539788,0
//issues.apache.org/jira/secure/attachment/12612838/CODEC-174-delete-subsequence-cache-and-use-String.patch,0
nicer,0
1541231,0
4-5,0
//issues.apache.org/jira/secure/attachment/12613346/CODEC-174-refactor-join-method-in-Phoneme.patch,0
1541234,0
Beider,0
Morse,0
encoder,2
1540434,0
//issues.apache.org/jira/secure/attachment/12611963/CODEC-174-change-rules-storage-to-Map.patch,0
1539783,0
CODEC-168,0
Cassidy,0
DigestUtils.updateDigest,0
MessageDigest,0
1462710,0
CODEC-161,0
Rating,0
Approach,0
MRA,0
1436559,0
CODEC-156,0
DigestUtils,0
alg,0
SHA-1,0
1380014,0
CODEC-96,0
BinaryEncoder,0
1309055,0
CODEC-136,1
Charsets,1
1306412,0
1306398,0
CODEC-130,0
Base64InputStream.skip,0
1302652,0
1302639,0
1297993,0
CODEC-129,0
1173287,0
CODEC-124,0
1125236,0
COMPRESS-469,0
tars,0
COMPRESS-460,0
rudimentary,0
COMPRESS-455,0
Signing,0
Block,1
COMPRESS-380,5
DEFLATE64,0
ZipArchiveInputStream,1
outlive,0
HuffmanDecoder,0
Defalt64InputStream,0
CompressorInputStream,0
COMPRESS-424,0
Deflate64CompressorInputStream,0
promised,0
COMPRESS-435,0
instanceof,0
LZ77,0
Submitted-By,0
BELUGA,1
BEHR,1
COMPRESS-410,0
Non-NIO,0
Spero,3
sesuncedu,3
1987719,0
COMPRESS-416,0
COMPRESS-400,0
Squash,0
COMPRESS-400-REDUX,0
PAX,3
COMPRESS-394/395,0
LFH,0
CDH,1
COMPRESS-394,0
DEFLATE,0
COMPRESS-382,1
COMPRESS-386,1
COMPRESS-385,1
ArchiveStreamFactory,0
boneheaded,0
RELEASE-NOTES.txt,0
fiasco,0
memoryLimit,0
CompressorStreamFactory,0
ZCompressorInputStream,0
LZMACompressorInputStream,0
COMPRESS-351,0
sanitize,0
COMPRESS-345,0
GNU,0
COMPRESS-300,0
LZWInputStream,0
//svn.apache.org/repos/asf/commons/proper/compress/trunk,32
1695345,0
COMPRESS-312,0
TarArchiveEntry,0
1669822,0
COMPRESS-315,0
gid/uid,0
Integer.MAX_INT,0
1677921,0
COMPRESS-295,0
1646531,0
COMPRESS-285,2
1618584,0
1617904,0
COMPRESS-258,1
1572043,0
1617967,0
COMPRESS-280,0
TarArchiveInputStream,1
1591813,0
1572240,0
Explode,0
ZipFile,0
COMPRESS-115,0
1552325,0
COMPRESS-260,0
GZIP,0
1570248,0
COMPRESS-265,0
tariling,0
backslashes,0
1570800,0
COMPRESS-264,0
fills,0
1570582,0
COMPRESS-147,0
COMPRESS-243,0
Snappy,0
Factory,3
1546784,0
COMPRESS-240,0
ZipEncodingHelper.isUTF8,0
1534265,0
COMPRESS-234,0
1511843,0
COMPRESS-165,0
Kodis,0
1211892,0
COMPRESS-183,1
1304709,0
1302170,0
COMPRESS-179,0
TarUtils.formatLongOctalOrBinaryBytes,0
1292596,0
Gzip,0
COMPRESS-154,0
Lasse,1
Collin,1
1199812,0
uncompressing,0
.bz2,0
COMPRESS-146,0
1198806,0
Ubuntu,0
COMPRESS-132,1
1170505,0
1158723,0
Zip64Mode.Never,1
COMPRESS-36,0
COMPRESS-150,10
1155274,0
ZIP64,5
1155429,0
Zip64Mode.Always,0
1155405,0
1155298,0
//svn.apache.org/repos/asf/commons/proper/compress/branches/zip64,6
1152487,0
1152615,0
permutations,0
Lesson,0
learned,0
trust,1
Deflater.getBytesRead,0
1152467,0
1152242,0
eight,0
1152342,0
1152630,0
1151907,0
COMPRESS-123,0
1149796,0
ZIPs,0
COMPRESS-129,0
Java5,0
1149029,0
blanks,0
Treykaz,0
COMPRESS-140,0
1148784,0
COMPRESS-113,0
TarArchiveEntry.parseTarHeader,0
space/NUL,0
octal,0
950489,0
CONFIGURATION-557,3
MapConfiguration,3
erasure,0
//svn.apache.org/repos/asf/commons/proper/configuration/branches/CONFIGURATION_1_X_MAINTENANCE,2
1534048,0
CONFIGURATION-558,2
getList,9
1534064,1
CONFIGURATION-460,1
CombinedConfiguration,0
//svn.apache.org/repos/asf/commons/proper/configuration/trunk,28
1157974,0
CONFIGURATION-448,1
separators,1
HierarchicalINIConfiguration,1
1101212,0
CONFIGURATION-380,1
764168,0
CONFIGURATION-378,0
MergeCombiner,0
759346,0
CONFIGURATION-412,1
DatabaseConfiguration,2
instructed,1
931307,0
CONFIGURATION-410,1
AbstractFileConfiguration,1
1029163,0
CONFIGURATION-445,0
ViewNodes,0
XMLConfiguration,1
1090651,0
CONFIGURATION-390,0
CONFIGURATION-397,1
//svn.apache.org/repos/asf/commons/proper/configuration/branches/CONFIGURATION_390,0
819418,0
CONFIGURATION-369,0
CONFIGURATION-375,0
CONFIGURATION-376,0
CONFIGURATION-377,2
757114,0
CONFIGURATION-300,0
628573,0
701691,0
CONFIGURATION-331,1
XMLBeanDeclaration,2
670739,0
CONFIGURATION-334,0
685103,0
GNUStep,0
plist,1
CONFIGURATION-261,1
//svn.apache.org/repos/asf/jakarta/commons/proper/configuration/trunk,8
527436,0
PropertyListConfiguration,0
590474,0
CONFIGURATION-265,0
Auto-save,0
SubnodeConfiguration,1
EVENT_SUBNODE_CHANGED,0
HierarchicalConfiguration,0
531254,0
CONFIGURATION-281,0
Cycles,0
JNDIConfiguration,0
549591,0
PropertiesConfiguration.save,0
CONFIGURATION-269,0
541270,0
CONFIGURATION-274,0
PropertiesConfiguration,0
541423,0
CONFIGURATION-272,0
AbstractConfiguration,1
ConfigurationUtils,0
567771,0
ConfigurationUtils.locate,0
locate,0
CONFIGURATION-216,1
416102,0
CompositeConfiguration,0
clearPropertyDirect,0
clearProperty,0
CONFIGURATION-241,0
481599,0
Garuglieri,0
434154,0
config-forceCreate,0
DefaultConfigurationBuilder,0
CONFIGURATION-243,0
483227,0
CONFIGURATION-720,0
1842139,0
CONFIGURATION-626,0
1744955,0
CONFIGURATION-615,1
1726562,0
CONFIGURATION-622,0
INIConfiguration.write,0
Separator,0
1739471,0
1726563,0
CONFIGURATION-564,0
1641943,0
CONFIGURATION-200,1
sizeInternal,0
1643918,0
1643924,0
CONFIGURATION-567,0
escapes,0
configurationAt,0
1590424,0
CONFIGURATION-533,0
java.sql.Clob,0
1466200,0
CONFIGURATION-527,0
AbstractConfiguration.clearPropertyDirect,0
adaptations,0
1452122,0
CONFIGURATION-521,0
Copied,0
stripped-down,0
FileUtils,4
Oliver,1
Kopp,0
1437723,0
CONFIGURATION-514,0
BeanDeclaration,0
1407876,0
CONFIGURATION-505,0
1385157,0
configuration2,4
//svn.apache.org/repos/asf/commons/proper/configuration/branches/configuration2_experimental,10
1101319,0
1157982,0
931667,0
CONFIGURATION-504,0
configurationsAt,1
1388625,0
1029169,0
823969,0
CONFIGURATION-357,0
AbstractConfiguration.getBigInteger,0
1.5-related,0
730782,0
670741,0
757108,0
764170,0
CONFIGURATION-371,0
CONFIGURATION-314,0
760116,0
CONFIGURATION-333,0
supportsUpdate,0
676184,0
DIGESTER-175,0
DigesterTestCase,0
testPopNamedStackNotPushed,0
EmptyStackException,1
//svn.apache.org/repos/asf/commons/proper/digester/trunk,7
1425150,0
DIGESTER-170,0
Digester.pop,0
1382115,0
DIGESTER-156,0
Nested|Set,0
PropertiesBuilder,0
addAlias,0
1197969,0
DIGESTER-167,0
Groundless,0
'Circular,0
Eugene,1
Fedotov,1
1382109,0
DIGESTER-169,0
1382106,0
DIGESTER-72,0
SetNextRule,0
fire,2
SetNext,0
SetRoot,0
SetTop,0
xmlrules,1
1140212,0
DIGESTER-90,0
setNamespaceURI,0
1139948,0
Rules,1
inspiration,0
DIGESTER-95,0
Digester,2
custom-case,0
1139976,0
ServletContext.getResource,0
InputSource,0
DIGESTER-110,0
//svn.apache.org/repos/asf/jakarta/commons/proper/digester/trunk,0
479207,0
IMAGING-94,0
Gary,2
Lucas,0
gwlucas,0
sonalysts,0
//svn.apache.org/repos/asf/commons/proper/imaging/trunk,4
1420531,0
subdirectory,0
IMAGING-90,0
1416148,0
IMAGING-205,0
odd,0
IMAGING-190,0
ImageDataReader.decompress,0
overwrites,2
1764288,0
IMAGING-112,0
JpegIptcRewriter.removeIPTC,0
Dury,0
1684562,0
IMAGING-166,0
ByteSourceImageTest,0
Groß,0
1661752,0
IO-547,0
FileSystemUtils.freeSpaceWindows,0
IO-487,2
blacklist-only,0
MoreComplexObjectTest,2
//svn.apache.org/repos/asf/commons/proper/io/trunk,49
1715263,0
painful,0
realistic,0
1715257,0
1715266,0
IO-395,0
1535612,0
IO-383,0
FileUtils.doCopyFile,0
1488708,0
IO-356,1
CharSequenceInputStream,0
dividable,0
re-encodes,0
1471209,0
IO-346,0
ByteArrayOutputStream.toInputStream,0
1468938,0
1415735,0
IO-358,0
Tailer,0
InterruptedException,1
sleeping,1
1412391,0
IO-353,0
IOUtils.copy,0
1402280,0
IO-327,0
byteCountToDisplaySize,0
1327496,0
IO-320,3
XmlStreamReader,3
UTF-32,3
IO-331,1
BOMInputStream,4
UTF-32LE_BOM,1
UTF-16LE_BOM,1
getBOM,1
1346400,1
IO-319,0
1326678,0
IO-326,0
FileUtils.sizeOf,0
Directory,0
1326785,0
IO-318,4
sister,4
1307397,0
grain,1
1310360,0
ReversedLinesFileReader,1
1307428,0
LockableFileWriterTest,0
1307431,0
1310331,0
1307412,0
1307568,0
IO-308,0
copyLarge,1
1304086,0
IO-173,0
FileUtils.listFiles,0
1295700,0
IO-296,0
ReaderInputStream,0
1295622,0
IO-288,0
org.apache.commons.io.input,0
1228535,0
IO-162,5
1004737,0
1004121,0
IO-178,2
BOMs,1
BOM,4
BOMExclusionInputStream,0
ByteOrderMark,0
get/check,0
1004073,0
XmlStreamReaderException,0
1004109,0
IO-259,0
1080843,0
IO-266,0
FileUtils.copyFile,0
1101118,0
reprocessing,1
1004871,0
1004123,1
IO-206,0
ProxyInputStream,0
776062,0
IO-157,2
744725,0
IO-208,0
FileUtils.copyURLToFile,0
Siegmar,0
995076,0
IO-242,1
Pre-,2
post-processing,2
ProxyReader/Writer,1
933964,0
IO-238,0
sizeOf,0
Wooten,0
1002367,0
copyFileToDirectory,2
Kenny,1
MacLeod,1
Reapplied,0
919684,0
IO-166,0
FileUtils.toFile,0
Bentmann,0
1002457,0
IO-224,0
IOUTils.closeQuietly,0
Cote,0
897582,0
IO-203,0
skipFully,1
920483,0
Protect,1
934035,0
IO-211,0
805151,0
IO-140,2
StringWriter,0
StringBuilderWriter,0
619195,0
619103,0
not-sync,0
619112,0
661658,0
IO-121,0
resetByteCount,1
obvious,0
//svn.apache.org/repos/asf/jakarta/commons/proper/io/trunk,8
540714,0
IO-56,1
IO-70,1
FileDeleteStrategy,3
FileCleaner,5
calback,1
forceDelete,1
hooks,5
439102,1
IO-83,0
freeSpace,0
AIX,0
HP-UX,0
Magnus,0
Grimsell,0
Urie,0
436964,0
IO-84,1
ArithmeticException,0
463154,0
getCount,0
resetCount,0
getByteCount,0
454217,0
lastModified,0
reliable,3
IO-104,0
484861,0
IO-93,0
FileSystemUtils,0
//bugs.sun.com/bugdatabase/view_bug.do,0
bug_id=4801027,0
453889,0
IO-94,0
Re-name,0
MockInputStream/MockReader,0
NullInputStream/NullReader,0
463529,0
JCS-165,0
BlockDiskCache,1
//svn.apache.org/repos/asf/commons/proper/jcs/trunk,8
1755432,0
JCS-156,0
1748248,0
JCS-158,0
IndexedDiskCache.addToRecycleBin,0
1725098,0
JCS-153,0
Disk,1
1716376,0
JCS-102,0
Reworked,2
1555918,0
JCS-109,0
BlockDisk.write,0
1555939,0
JCS-88,0
//svn.apache.org/repos/asf/commons/proper/jcs/branches/generics-interface,0
1307869,0
//issues.apache.org/jira/browse/JCS-41,0
rmi,0
jdk1.4,0
//svn.apache.org/repos/asf/jakarta/jcs/trunk,1
690325,0
FIXED,0
JCS-15,0
519940,0
commons-jcs-2.2.x,2
1840421,0
1840422,0
1842395,0
JEXL-224,3
JexlArithmetic,5
//svn.apache.org/repos/asf/commons/proper/jexl/trunk,21
1801956,1
JEXL-225,1
non-regression,1
IssuesTest,1
1801957,1
JEXL,15
Blind,3
JEXL-205,3
JEXL-206,3
1752318,3
JEXL-201,3
JEXL-203,3
silent/strict/cancellable,3
1752310,3
JEXL-213,1
JexlBuilder,1
mistake,1
1758578,1
tryInvoke,1
JEXL-17,1
"1,3,4,7,8",1
syntax.xml,1
1698225,1
JEXL-166,3
JEXL-165,3
JEXL-79,3
JEXL-151,3
contains/matches,3
overloadable,3
1692406,3
improvements/fixes,1
2012/09,1
no-one,1
JEXL-144,1
Woonsang,1
JEXL-142,1
Juozas,1
Baliuks,1
Big,3
Integer,3
JEXL-141,1
Harpreet,1
array/map,1
JEXL-137,1
Engine.getVariables,1
considering,1
POTENTIAL,3
SCRIPT,1
BREAK,3
Syntactically,1
EXPRESSION,1
'for,1
syntactic,2
Segregated,1
JexlScript,3
JexlExpression,1
JexlExpression.evaluate,1
JexlScript.execute,1
//apache-commons.680414.n4.nabble.com/jexl-mathod-within-namespace-not-found-if-parameter-is-int-tt4637888.html,1
isEmpty,2
assignable,1
//apache-commons.680414.n4.nabble.com/jexl-empty-function-crashes-if-called-with-int-tt4637895.html,1
1545274,1
JEXL-131,3
1332431,1
JEXL-114,5
getParameters,5
1146480,1
JEXL-116,3
sub-classed,1
JexlException,1
1147705,1
preamble,2
sandboxing,1
leniency,1
JexlEngine,7
regains,1
controls,2
ReadonlyContext,1
1147683,1
JEXL-113,3
.jjt,3
getLocalVariables,3
getVariables,3
testVar.java,3
1145359,3
JEXL-83,1
1072000,1
JEXL-102,1
jexl2,1
name/extension/mime,1
JexlScriptingEngineFactory,1
946971,1
JEXL-94,1
MethodKey,1
isApplicable,1
surfaced,1
890409,1
Jexl-1.x,1
Jelly,1
885754,1
JEXL-61,1
GCed,1
834256,1
JEXL-88,1
MethodKey.java,1
clash,1
getMostSpecific,1
1.5.0,1
//svn.apache.org/repos/asf/commons/proper/jexl/branches/2.0,10
806404,1
JEXL-68,7
ENGINE,3
801109,1
800842,1
r801035,1
.tolong,1
coercions,1
801094,1
JEXLEngine,1
801113,1
evaluator,4
JSP/JSF,1
UnifiedJEXL.java,1
IssuesTest.java,1
JEXL-55,3
Henri,5
Biestro,5
hbiestro,1
JEXL-58,1
794133,1
JEXL-15,1
Needs,1
definable,1
786382,1
Bean,1
ant-ish,1
Ternary,1
revisited,1
ScriptFactory,1
784442,1
JEXL-30,1
biginteger,1
589320,1
JEXL-13,1
Uberspect,3
supplying,1
//svn.apache.org/repos/asf/jakarta/commons/proper/jexl/trunk,0
543702,1
//apache-commons.680414.n4.nabble.com/jexl-Unified-jexl-throws-exception-when-processing-white-space-in-file-tt4578778.html,1
jexl3,5
Grace,1
JEXL-126,1
1332806,1
JEXL-270,0
JEXL-271,0
hoisting,0
currying,0
re-stringification,0
JEXL-261,0
//svn-us.apache.org/repos/asf/commons/proper/jexl/trunk,21
//svn-us.apache.org/repos/asf/commons/proper/jexl/branches/2.0,8
//svn-us.apache.org/repos/asf/jakarta/commons/proper/jexl/trunk,0
COMMONSRDF-47,2
plural,0
fileExtensions,0
mediaTypes,0
RDFa,0
byMediaType,0
byFileExtension,0
W3CRDFSyntax,0
ansell,1
RDFSyntax,0
OfficialRDFSyntax,0
.mediaType,1
COMMONSRDF-39,3
JsonLdParser,0
RDF4JParser,0
JenaRDFParser,0
jena.experimental,0
RDFParser,2
org.apache.commons.rdf.experimental,0
BlankNodeOrIRI,1
extensive,0
RDF,3
Triple,0
non-generalised,0
RDF-1.1,1
semantically,0
BlankNodes,0
solely,0
'resources,0
Literals,1
RDFSubject,0
NonLiteral,0
Identifier,0
objections,1
stylistic,0
//github.com/wikier/commons-rdf/issues/9,0
SCXML-274,0
Namespaces,0
SCXML,19
CustomActionWrapper,1
'cs,0
convenient,1
CommonsSCXML,0
xmlns,0
cs=,0
//commons.apache.org/scxml,0
'naked,0
wrap,2
SCXMLWriter,0
SCXML-262,0
src,3
SCXML-264,0
statemachine,0
SCXML-266,0
SCXMLSemantics,0
matchTransition,0
SCXML-265,0
namelist,0
SCXML-275,0
5.6.2,0
SCXML-258,0
Evaluator,3
Evaluator.AssignType,0
evalAssign,0
used/needed,0
SCXML-242,0
SCXML-256,0
SCXMLExecutor.run,0
ans,0
SCXMLSemantics.initialize,0
early/late,0
IRP,0
jexl,0
ecma,0
SCXML-259,0
_event,1
_ioprocessors,1
SCXML-225,0
Franck,0
Foutou,0
//svn.apache.org/repos/asf/commons/proper/scxml/trunk,18
1659719,0
SCXML-234,0
ScriptTest,0
SCXML-212,1
datamodel,3
1634235,0
SCXML-226,0
_parent,0
_invokeid,0
partly,0
Goerlich,0
1659109,0
SCXML-210,0
//www.w3.org/TR/2014/WD-scxml-20140529/,0
1630676,0
SCXML-213,0
interdependent,0
breakage,1
//issues.apache.org/jira/browse/SCXML-213,0
Important,0
JXPath,0
re-implement,0
Builtin,0
XPathBuiltin,0
XPathEvaluator,0
SimpleDispatcher,0
SimpleScheduler,1
internal/external,0
1639829,0
1634234,0
SCXML-224,0
1649098,0
SCXML-182,0
3.12.2,0
'error.execution,0
1584317,0
SCXML-199,0
scxml,1
Transition,0
conforming,0
1578711,0
SCXML-194,0
//issues.apache.org/jira/browse/SCXML-194,0
1573253,0
SCXML-100,0
correcting,0
_event.invokeId,0
_event.invokeid,0
'platform,0
error|change,0
'external,0
5.10.1.,0
1554895,0
SCXML-180,0
cond,0
non-boolean,0
1547807,0
r794503,0
targettype,3
Draft,1
Ales,3
Dolecek,1
ales_d,1
seznam,1
SCXML-109,1
//svn.apache.org/repos/asf/commons/proper/scxml/branches/J6,5
794504,0
794503,0
SCXML-103,1
occurences,1
Exceptions/Errors,1
731791,0
731781,0
r719632,0
SCXML-90,1
719633,0
719632,0
r714191,0
Truher,1
joel,1
truher,1
SCXML-89,1
714194,0
714191,0
r676121,0
Edzard,3
Hoefig,1
edzard,1
SCXML-74,1
get/setName,1
676122,0
676121,0
Enhancement,1
SCXML-62,1
651742,0
r651742,0
651743,0
r620242,0
SCXML-67,1
SeongSoo,1
mysunlite,1
hanmail,1
//svn.apache.org/repos/asf/commons/proper/scxml/branches/J5,0
634870,0
620242,0
Evaluate,0
Sitthichai,0
Rernglertpricha,0
SCXML-16,0
//svn.apache.org/repos/asf/jakarta/commons/proper/scxml/trunk,4
486849,0
Associated,0
CustomDigester,0
SCXML-33,0
483674,0
EventDispatcher,0
suffixes,0
ms-milliseconds,0
s-seconds,0
m-minutes,0
SCXML-21,0
464965,0
SCXML-3,0
423479,0
digester,0
SCXML-8,0
document-parsing,0
updation,1
ModelUpdater,0
SCXMLTestHelper,0
SCXMLDigester,1
ModelException,0
flawed,0
407424,0
VALIDATOR-191,4
ORO,3
Validator,1
//svn.apache.org/repos/asf/commons/proper/validator/trunk,7
1128469,0
VALIDATOR-282,0
GenericTypeValidator,0
SHORT,0
DateFormats,0
1128355,0
1128483,0
VALIDATOR-248,0
595020,0
VALIDATOR-203,1
regexps,1
591485,0
VALIDATOR-215,0
CodeValidator,2
591497,0
isValidAuthority,0
now-unused,0
domain-validating,0
589976,0
incrementally,0
oro,0
java.util.regex,0
589997,0
Re-write,1
ISBNValidator,3
CheckDigit,1
caters,1
ISBN-13,1
Existing,1
VALIDATOR-188,1
//svn.apache.org/repos/asf/jakarta/commons/proper/validator/trunk,1
486765,1
VFS-133,0
RandomAccessMode.getModeString,0
Heath,0
//svn.apache.org/repos/asf/jakarta/commons/proper/vfs/trunk,5
537714,0
VFS-99,0
RandomAccessContent,0
rac,0
484946,0
VFS-86,0
VFS-87,0
cookies,0
authenticated,0
OnCall,0
CCE,0
Webdav,0
452580,0
VFS-7,0
Edgar,0
Poce,0
452175,0
VFS-81,0
FileName,1
test-problems,0
virtualFileSytem,0
452181,0
VFS-43,0
Configureable,0
providers.xml,0
cvs,0
thumbnails,2
407025,0
VFS-589,0
SFTP,28
SSH,8
channelExec,0
//svn.apache.org/repos/asf/commons/proper/vfs/trunk,38
1813421,0
VFS-620,0
FileObject.moveTo,0
FileObject,4
1787594,0
VFS-605,0
//www.apache.org/,0
//www.google.com/,0
1742394,0
VFS-600,0
1741550,0
VFS-424,0
StandardFileSystemManager,0
1706429,0
VFS-480,0
startng,0
SoftRefsReleaseThread,0
1704932,0
VFS-555,0
1656611,0
todo,0
VFS-563,0
1658868,0
VFS-521,0
RAM,12
MonitorOutputStream,0
1636224,0
VFS-507,0
3.2.1,0
1546162,0
VFS-483,3
org.apache.commons.vfs2.provider.ram.RamFileOutputStream.write,0
1511560,0
TrustManager,0
VFS-468,0
1450863,0
1511561,0
1511557,0
1511554,0
DataChannelProtectionLevel,0
VFS-412,0
1448606,0
FtpsFileSystemConfigBuilder.setFtpsType,0
FtpsFileSystemConfigBuilder.getFtpsType,0
FtpsFileSystemConfigBuilder.setFtpsMode,0
FtpsFileSystemConfigBuilder.getFtpsMode,0
FtpsMode,0
VFS-462,0
1448668,0
VFS-445,0
FileSystemManager.resolveFile,0
resolveFile,0
1409642,0
VFS-435,0
FileSystemConfigBuilder,0
1367517,0
VFS-432,0
WebDAV,2
1364484,0
VFS-437,0
StackOverFlowError,0
1395004,0
VFS-427,2
HttpFileObject.getContent,2
.getContentInfo,4
1362235,0
getContent,3
1360518,0
1360399,0
VFS-417,1
RandomAccessContent.setLength,1
VFS-406,1
ArrayOOBE,1
shrinking,1
1339834,1
VFS-298,0
1339292,0
VFS-392,0
Jackrabbit,0
1243636,0
VFS-391,0
HttpComponent,2
Core,2
NHttpServer,0
1204584,0
VFS-386,1
1203669,0
Forgot,0
quiet,0
1203678,0
VFS-381,0
Iterate,0
descendents,0
1198524,0
VFS-355,0
RamFileRandomAccessContent,0
1175615,0
VFS-367,0
isFile,1
isFolder,0
1182026,0
//svn.apache.org/viewvc,0
rev=1039630,0
view=rev,0
VFS-337,1
AbstractFileObject,1
AbstractFileName,1
createFile,1
1039661,0
1039630,0
VFS-245,0
FileType,0
1039191,0
Fox,0
VFS-343,0
synchronizing,0
1037935,0
VFS-334,0
DefaultFileSystemConfigBuilder.getConfigClass,0
DefaultFileSystemConfigBuilder.class,0
1033338,0
VFS-281,0
//svn.apache.org/repos/asf/commons/proper/vfs/branches/VFS281,0
814264,0
GIRAPH-1188,0
GIRAPH-1185,0
JIRA-1159,0
GIRAPH-1117,0
pagerank,1
majakabiljo,12
maja.kabiljo,6
dionysis.logothetis,7
Differential,7
//reviews.facebook.net/D64485,0
GIRAPH-1103,0
GIRAPH-1087,0
retried,0
wass,0
ent,0
200,0
//reviews.facebook.net/D61719,0
GIRAPH-1081,0
out-of-core,5
multithreaded,3
DiskBackedDataStore,0
violating,0
sergey.edunov,2
//reviews.facebook.net/D60147,0
GIRAPH-1069,0
ConfOption,1
ClassConfOption,0
IntConfOption,0
FloatConfOption,0
AllOtions.add,1
AllOptions,1
-Phadoop_facebook,0
options.xml,0
heslami,1
//reviews.facebook.net/D59331,0
GIRAPH-1065,0
JobProgressTrackerService,2
//reviews.facebook.net/D58383,0
GIRAPH-1023,0
adaptive,0
cohesive,0
Giraph,3
PartitionStore,0
avery.ching,0
//reviews.facebook.net/D42897,0
GIRAPH-1017,0
ImmutableMap,1
ikabiljo,1
//reviews.facebook.net/D40575,0
GIRAPH-1003,0
Writable,1
Basic2ObjectMap,1
drastically,0
no-arg,0
valueWriter,0
//reviews.facebook.net/D36987,0
GIRAPH-893,0
preLoad,0
postSave,0
workerObservers,0
pavanka,1
GIRAPH-891,0
MessageStoreFactory,0
rohankarwa,0
GIRAPH-833,0
3.4.5,0
